,id,content,content_clean,sentiment,subjectivity,polarity,analysis
364,Ugx3l0vWPuS2ZaU93vV4AaABAg.9cLSAfWzZsl9cN_FFgNpsO,"While the world is in the biggest bubble ever known to mind kind, while people are going poorer by the minute.

I would buy this and would be ashamed of myself knowing I could feed people instead of my ego. But hey, not my fault less fortunate others are dying, right ? 

We should petition Musk to end world hunger instead of him buying twitter, right ?","While the world is in the biggest bubble ever known to mind kind while people are going poorer by the minute

I would buy this and would be ashamed of myself knowing I could feed people instead of my ego But hey not my fault less fortunate others are dying right  

We should petition Musk to end world hunger instead of him buying twitter right ",1,0.5476190476190476,0.28095238095238095,Positive
365,UgwtL9btxbwgjCdD-xZ4AaABAg,I hope that whoever designed this piece of art is paid handsomely,I hope that whoever designed this piece of art is paid handsomely,4,1.0,0.5,Positive
366,UgzYO3UhwQsrF3qmDjp4AaABAg,I’d take the EB110 but I do like the continuation of some styling on the new model,I’d take the EB110 but I do like the continuation of some styling on the new model,3,0.45454545454545453,0.13636363636363635,Positive
367,UgzFSRQVYe9rdN4it1t4AaABAg,Gonna sit in a garage for the rest of its life 😻,Gonna sit in a garage for the rest of its life 😻,4,0.0,0.0,Neutral
368,UgxpBNq1UcQOSx3TSvZ4AaABAg,"Now that i'm seeing this on video, the Centodieci is a work of art.",Now that im seeing this on video the Centodieci is a work of art,5,0.0,0.0,Neutral
369,Ugw95P_OmMxbZC0nVcZ4AaABAg,They're both just simply gorgeous. I really dig the blue and the wheels on the Centodieci. Absolutely amazing work Bugatti😍,Theyre both just simply gorgeous I really dig the blue and the wheels on the Centodieci Absolutely amazing work Bugatti😍,5,0.525,0.375,Positive
370,Ugw95P_OmMxbZC0nVcZ4AaABAg.9cHdrF0_uPM9cKnRnA5C12,yea the wheels look waaaay better than the white launch car,yea the wheels look waaaay better than the white launch car,3,0.25,0.25,Positive
371,UgwQU8V6XRv_awUlXMR4AaABAg,Gorgeous! Replayed it 3 times!! 😍,Gorgeous Replayed it 3 times 😍,5,0.9,0.7,Positive
372,UgyZ6bfaC2SttgDJYIZ4AaABAg,"its not a car, its a art of masterpiece",its not a car its a art of masterpiece,5,0.0,0.0,Neutral
373,Ugz6KA23AIGAWU5trnN4AaABAg,this is an art... this is an investment of lifetime.. they owner surely is proud of  this purchase,this is an art this is an investment of lifetime they owner surely is proud of  this purchase,5,1.0,0.8,Positive
374,UgyewrP3x7EiR2vVobF4AaABAg,"Dear Bugatti Team, I rarely show any facial expressions let alone laugh, when watching comedy alone for example, but this video made my eyes pop and my jaw drop, LITERALLY. I am truly amazed. Been a fan of the EB110 ever since having a bBurago model as a child and this design is very well worthy for sharing its name with that. Well done.",Dear Bugatti Team I rarely show any facial expressions let alone laugh when watching comedy alone for example but this video made my eyes pop and my jaw drop LITERALLY I am truly amazed Been a fan of the EB110 ever since having a bBurago model as a child and this design is very well worthy for sharing its name with that Well done,5,0.45999999999999996,0.22666666666666666,Positive
375,UgxulcLQDqKuCwakPdZ4AaABAg,The Attention to detail is just on another level. Such a beautiful car,The Attention to detail is just on another level Such a beautiful car,5,0.75,0.425,Positive
376,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cSQQhBsHCI,It looks like lego,It looks like lego,4,0.0,0.0,Neutral
377,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cGA3F-x3Ex,i mean id hope so yeah,i mean id hope so yeah,1,0.6875,-0.3125,Negative
378,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cG7jPMC7Re,Internet is so petty 🤣💀,Internet is so petty 🤣💀,1,0.0,0.0,Neutral
379,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cFX1gUwryV,@2Bnator np, np,3,0.0,0.0,Neutral
380,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cFVKcB1lFn,Lmao corrected it. Didn’t get much sleep today. Anyways thanks guys for pointing it out Lmao,Lmao corrected it Didn’t get much sleep today Anyways thanks guys for pointing it out Lmao,3,0.6,0.4,Positive
381,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cFS8657FXm,9,9,5,0.0,0.0,Neutral
382,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cFRahV2986,"The intention is good indeed, but the attention is even better 😂😂",The intention is good indeed but the attention is even better 😂😂,3,0.55,0.6,Positive
383,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cFMvvy2cKp,"Yes, they have good intention. I mean attention.",Yes they have good intention I mean attention,3,0.64375,0.19374999999999998,Positive
384,UgxulcLQDqKuCwakPdZ4AaABAg.9cFJagwzFFx9cFLb9oc-Zx,Attention*,Attention,3,0.0,0.0,Neutral
385,UgxkV83Iy3LPtLQ7EnB4AaABAg,I hope that car sees over 10k miles. It deserves to be driven.,I hope that car sees over 10k miles It deserves to be driven,3,0.0,0.0,Neutral
386,UgwspDZPug7fJjc2aG14AaABAg,"This country boy in Arkansas dreamed of the first one. Well done, very well done.👏",This country boy in Arkansas dreamed of the first one Well done very well done👏,5,0.31666666666666665,0.225,Positive
387,UgwHIDKwfl2CAG5989d4AaABAg,"Unfortunately the era of truly beautiful cars without limits is long gone. You can see it in the first few seconds when the 2 cars approach eachother. It simply wouldn't be possible (or should I say legal) to make a car with such a low front and low headlights these days. This is what made these cars so unique, and easy to spot from a mile away. Bugatti EB, Ferrari F40, Ford GT. Yes the new Ford GT is a magnificent piece of kit, but also look and compare it with the previous gen and the original and you will see what I mean.",Unfortunately the era of truly beautiful cars without limits is long gone You can see it in the first few seconds when the 2 cars approach eachother It simply wouldnt be possible or should I say legal to make a car with such a low front and low headlights these days This is what made these cars so unique and easy to spot from a mile away Bugatti EB Ferrari F40 Ford GT Yes the new Ford GT is a magnificent piece of kit but also look and compare it with the previous gen and the original and you will see what I mean,3,0.576806758056758,0.13280723905723907,Positive
388,UgwP421HLDBcxvYQTJl4AaABAg,Wow! I thought this was just some crazy concept car. What a special moment.,Wow I thought this was just some crazy concept car What a special moment,5,0.8238095238095239,-0.047619047619047616,Negative
389,UgwvnZ6m2QFjq54iOgN4AaABAg,"I honestly love how they managed to port a design language from every model they've made, onto the Centodiece! It's like the Centodiece tells the companies story without even uttering a word! Honestly a breathtaking car, I wish I could afford it. 😳",I honestly love how they managed to port a design language from every model theyve made onto the Centodiece Its like the Centodiece tells the companies story without even uttering a word Honestly a breathtaking car I wish I could afford it 😳,5,0.8,0.75,Positive
390,UgwvnZ6m2QFjq54iOgN4AaABAg.9cMeUssRqCc9cUKsD4C3aW,@Sahadi420 you’d rather own a plaid?, you’d rather own a plaid,3,1.0,0.6,Positive
391,UgwvnZ6m2QFjq54iOgN4AaABAg.9cMeUssRqCc9cTXhRxOHKQ,@Sahadi420 true, true,5,0.65,0.35,Positive
392,UgwvnZ6m2QFjq54iOgN4AaABAg.9cMeUssRqCc9cTXf8ZShJc,"@TheFlynCow A car is made to be driven, just like how an art piece is made to be looked at . Locking these cars up in a garage is like hanging up an art piece and covering it up", A car is made to be driven just like how an art piece is made to be looked at  Locking these cars up in a garage is like hanging up an art piece and covering it up,5,0.0,0.0,Neutral
393,UgwvnZ6m2QFjq54iOgN4AaABAg.9cMeUssRqCc9cTXLwbZUsM,"@TheFlynCow Treating your rusty F250 like it's a Bentley is just ""cherishing your possession"".  Absolutely nothing wrong with that.  

But buying a performance car.....so it can just sit in your garage, is just stupid to me.  

It would be like buying a one-of-a-kind Remington rifle....and never shooting it.  

And, will this thing beat a Plaid at the light???? LOL"," Treating your rusty F250 like its a Bentley is just cherishing your possession  Absolutely nothing wrong with that  

But buying a performance carso it can just sit in your garage is just stupid to me  

It would be like buying a oneofakind Remington rifleand never shooting it  

And will this thing beat a Plaid at the light LOL",1,0.8400000000000001,0.02000000000000004,Positive
394,UgwvnZ6m2QFjq54iOgN4AaABAg.9cMeUssRqCc9cTUYVcfQKs,@Sahadi420 Nothing wrong with treating a car like a piece of art. No matter if its a 14 million dollar car or a rusty old f250., Nothing wrong with treating a car like a piece of art No matter if its a 14 million dollar car or a rusty old f250,3,0.55,-0.2,Negative
395,UgwvnZ6m2QFjq54iOgN4AaABAg.9cMeUssRqCc9cTH00dwiyZ,"so you can put in it your garage....never to be driven again??? LOL

Don't get me wrong....I love the ""ultimate in performance"" and all that, but the ""ultimate"" cars now are so ludicrously priced now, they're more works of art, than performance cars.    

They say this will go for 14 million.......just stupid.  It's literally like art.  People with more money than they know what to do with dropping tens of millions on some drawings.","so you can put in it your garagenever to be driven again LOL

Dont get me wrongI love the ultimate in performance and all that but the ultimate cars now are so ludicrously priced now theyre more works of art than performance cars    

They say this will go for 14 millionjust stupid  Its literally like art  People with more money than they know what to do with dropping tens of millions on some drawings",1,0.7571428571428571,0.21428571428571427,Positive
396,UgxGonAItt77L2BQk9p4AaABAg,Beautiful car! For those wondering about the name CentoDieci is Italian for 110,Beautiful car For those wondering about the name CentoDieci is Italian for 110,5,0.5,0.425,Positive
397,Ugxp6mrTkqohssXOoEB4AaABAg,"Wouaah, celle-là elle est vraiment vraiment magnifique. 😵😵😵‍💫😵‍💫",Wouaah cellelà elle est vraiment vraiment magnifique 😵😵😵‍💫😵‍💫,5,0.0,0.0,Neutral
398,UgztQJ0ce0v7f5J27KF4AaABAg,"First beautiful ""Bug""gatti made in a long time...next to the masterpiece it was modeled after ;)",First beautiful Buggatti made in a long timenext to the masterpiece it was modeled after ,5,0.5777777777777778,0.35000000000000003,Positive
399,UgzslaXmV0qlhJP0OZZ4AaABAg,"Whoever chose the colors for this one, did it right.",Whoever chose the colors for this one did it right,4,0.5357142857142857,0.2857142857142857,Positive
400,UgyUscGyjFUElTTBjS94AaABAg,Congrats Bugatti! This is a masterpiece right there 💙,Congrats Bugatti This is a masterpiece right there 💙,5,0.5357142857142857,0.2857142857142857,Positive
401,UgyUscGyjFUElTTBjS94AaABAg.9cFngNutACS9cFtDWfHJPe,Every Bugatti are a masterpiece,Every Bugatti are a masterpiece,5,0.0,0.0,Neutral
402,UgwURUjaoY9uWOq50T94AaABAg,Thank You Bugatti for giving me the First Delivery !! 😎👌🏼,Thank You Bugatti for giving me the First Delivery  😎👌🏼,5,0.3333333333333333,0.25,Positive
403,UgzT_GXQxBDAtx5pj3x4AaABAg,Great design! I hope there is an electric option.,Great design I hope there is an electric option,5,0.75,0.8,Positive
404,UgwmQxL5hEmMCt5zMjF4AaABAg,The Mclaren F1 is hands down as good as it gets till this day. I find it interesting Gordon Murray and Elon originate from South Africa. There’s a clip of Musk taking delivery of one in the late 90’s. 👌,The Mclaren F1 is hands down as good as it gets till this day I find it interesting Gordon Murray and Elon originate from South Africa There’s a clip of Musk taking delivery of one in the late 90’s 👌,4,0.49722222222222223,0.18611111111111106,Positive
405,UgxLBNEUQ3uVtHvwil54AaABAg,0:10 Perfect example of everything wrong with modern car design!,010 Perfect example of everything wrong with modern car design,5,0.7333333333333333,0.2333333333333333,Positive
406,UgwEevxvB5dtYOLrYY14AaABAg,That owner understood the assignment. Perfect spec.,That owner understood the assignment Perfect spec,5,1.0,1.0,Positive
407,UgwEevxvB5dtYOLrYY14AaABAg.9cG-JnrXJsv9cVWJ1B20YG,@Ishaan Gupta no cr7 ordered his in black and white. Not blue, Gupta no cr7 ordered his in black and white Not blue,1,0.17777777777777778,-0.05555555555555555,Negative
408,UgwEevxvB5dtYOLrYY14AaABAg.9cG-JnrXJsv9cODWcvbqMi,CR7,CR7,3,0.0,0.0,Neutral
409,UgwCMA6sSrvaE6wI7Gh4AaABAg,The centodieci might be the nicest supercar ive ever seen. Its up there with the 99 diablo roadster,The centodieci might be the nicest supercar ive ever seen Its up there with the 99 diablo roadster,4,0.0,0.0,Neutral
410,Ugw5eFtsnnbqoxBsXHR4AaABAg,I had never seen the back of an EB110 before this. Beautiful.,I had never seen the back of an EB110 before this Beautiful,5,0.5,0.425,Positive
411,Ugz7NlAHDTrxRzh6oop4AaABAg,Thank you Bugatti! I'm very happy with the car. Just going to the supermarket in it now. Xx,Thank you Bugatti Im very happy with the car Just going to the supermarket in it now Xx,5,1.0,1.0,Positive
412,UgzqUX77Ne1pyWGrHLB4AaABAg,Это не автомобиль... Это искусство...,Это не автомобиль Это искусство,1,0.0,0.0,Neutral
413,UgzjKE8_SIgYZ72nqc14AaABAg,Incredible just how small the 110 is in comparison,Incredible just how small the 110 is in comparison,5,0.65,0.325,Positive
414,UgyyFsaEM-qA_Chhxcp4AaABAg,Stunning. The EB110 is still a thing of beauty too.,Stunning The EB110 is still a thing of beauty too,5,1.0,0.5,Positive
415,Ugwk1vJz2aIrbGHWL-p4AaABAg,That looks INCREDIBLE! 😱,That looks INCREDIBLE 😱,5,0.9,0.9,Positive
416,UgxpZkd82l4dXxfayIF4AaABAg,Finally they delivered it to me. Can't wait to drive it.,Finally they delivered it to me Cant wait to drive it,5,1.0,0.0,Neutral
417,UgwUTD5-XzX5Z_8QqXd4AaABAg,"No doubt Centodieci is a gorgeous machine in very way it looks, but i would choose the EB 110 instead!",No doubt Centodieci is a gorgeous machine in very way it looks but i would choose the EB 110 instead,4,0.6,0.44999999999999996,Positive
418,UgxTN2IPLkdT4eLVCwJ4AaABAg,Always loved the EB110 and by far this is the most beautifully designed car that Bugatti ever built. Wishing this would make its way into Forza Horizon 5 ❤🔥,Always loved the EB110 and by far this is the most beautifully designed car that Bugatti ever built Wishing this would make its way into Forza Horizon 5 ❤🔥,5,0.825,0.5375,Positive
419,UgxTN2IPLkdT4eLVCwJ4AaABAg.9cPMmCaKNha9cVRsYP_ngK,Atlantic.,Atlantic,5,0.0,0.0,Neutral
420,UgxTN2IPLkdT4eLVCwJ4AaABAg.9cPMmCaKNha9cV04DvONwf,@Vasco Afonso yeah exept the ones buit in the golden era like the Royale. Masterpiece., Afonso yeah exept the ones buit in the golden era like the Royale Masterpiece,5,0.5,0.3,Positive
421,UgxTN2IPLkdT4eLVCwJ4AaABAg.9cPMmCaKNha9cUzeDykiGa,Not by far...,Not by far,2,1.0,0.1,Positive
422,Ugzf33LROoRhqPz2SOF4AaABAg,Looks Epic! also love the EB100,Looks Epic also love the EB100,5,0.5,0.3,Positive
423,UgzKKp8rSkKsS6_vIxR4AaABAg,You know how thirty years later there’s always some styling aspect we always end up laughing about on cars like these?  On this car it’s going to be those unnecessary panels with circles cut in them behind the doors and that pleating in the interior.,You know how thirty years later there’s always some styling aspect we always end up laughing about on cars like these  On this car it’s going to be those unnecessary panels with circles cut in them behind the doors and that pleating in the interior,2,0.5333333333333333,-0.26666666666666666,Negative
424,Ugzjg5TDDFhiBA2kq-R4AaABAg,"The owner has an eye for design, the team has a spirit for **creation** and Monography team got the talent to capture every bit of the both. 
The old & new are fine AF","The owner has an eye for design the team has a spirit for creation and Monography team got the talent to capture every bit of the both 
The old  new are fine AF",4,0.38484848484848483,0.2176767676767677,Positive
425,UgwkEbVoGCi66OqjTnN4AaABAg,"Oh how nice, I was really close to asking when it would be delivered but now I know.",Oh how nice I was really close to asking when it would be delivered but now I know,4,0.6,0.4,Positive
426,Ugzwe4bdh_BM3BDZd614AaABAg,*Thing looks beautiful what a car* 😍,Thing looks beautiful what a car 😍,5,1.0,0.85,Positive
427,Ugy9Db8wQ2vkbQ84V6h4AaABAg,*Looks beautiful!*,Looks beautiful,5,1.0,0.85,Positive
428,UgzASqTB1oGDfoxjbKZ4AaABAg,"The EB110 is in my opinion how Bugattis should always be made. It didn't only set the fastest top speed but it was also lightweight for what it was. It was a racing car. That's exactly why the McLaren F1 is my favorite car not only from the era but of all time. I was happy to see a tribute to one of the greatest supercars of all time, the EB110.",The EB110 is in my opinion how Bugattis should always be made It didnt only set the fastest top speed but it was also lightweight for what it was It was a racing car Thats exactly why the McLaren F1 is my favorite car not only from the era but of all time I was happy to see a tribute to one of the greatest supercars of all time the EB110,5,0.8214285714285714,0.43571428571428567,Positive
429,Ugy3RA2F8CkY1yhHedF4AaABAg,Congrats. It just complements the EB110 perfectly! And that should be a launch spec !!,Congrats It just complements the EB110 perfectly And that should be a launch spec ,5,1.0,1.0,Positive
430,UgyH12gPgPn7OVDMhkx4AaABAg,The most beautiful car ever made.,The most beautiful car ever made,5,0.75,0.675,Positive
431,UgygJqP0mRh6Z1K83SR4AaABAg,"I've been switching between this and a 2004 prius, in order to get the feeling and the diferences between them, and so far, i wouldn't change my prius for anything, so the centodieci might not be for me after all",Ive been switching between this and a 2004 prius in order to get the feeling and the diferences between them and so far i wouldnt change my prius for anything so the centodieci might not be for me after all,3,1.0,0.1,Positive
432,UgygJqP0mRh6Z1K83SR4AaABAg.9cOlIyR0qs29cS7Drlmvlz,"Wow, inctredible.",Wow inctredible,5,1.0,0.1,Positive
433,UgxYFV5hd1Ysr99oIRh4AaABAg,This car is beautiful holy great work 👏,This car is beautiful holy great work 👏,5,0.875,0.825,Positive
434,UgxHy6o15N0yH1KNgk94AaABAg,"Ong, I'm going insane on how beautiful this looks. That front profile had me weak af.",Ong Im going insane on how beautiful this looks That front profile had me weak af,1,0.875,-0.17500000000000002,Negative
435,Ugya-IXgryLq1H8xfEN4AaABAg,Wow. Bugatti never ceases to amaze me. All the small details and the interior is crazy good.,Wow Bugatti never ceases to amaze me All the small details and the interior is crazy good,5,0.725,-0.012500000000000011,Negative
436,UgxN6GhjyEWo-jxv0id4AaABAg,My one dream in life is to own one of these marvelous cars,My one dream in life is to own one of these marvelous cars,5,1.0,0.8,Positive
437,Ugxgn8uHjsZS9NsYub54AaABAg,Hopefully it's not gonna stay in a garage and it's gonna be driven the way it deserves to.,Hopefully its not gonna stay in a garage and its gonna be driven the way it deserves to,3,0.0,0.0,Neutral
438,Ugw-cuWOHwWjjq7MsBB4AaABAg,"For such an expensive car, it has wheel patterns in each sides that sweep in opposite directions.",For such an expensive car it has wheel patterns in each sides that sweep in opposite directions,2,0.39999999999999997,-0.16666666666666666,Negative
439,UgxJlC8WU_yBDjG8Td14AaABAg,The blue one is really beautiful !,The blue one is really beautiful ,5,0.55,0.425,Positive
440,UgxCp2b7i5n9ezNU8iZ4AaABAg,Retro design is always the best. So beautiful. A nod to the 90s always works,Retro design is always the best So beautiful A nod to the 90s always works,5,0.65,0.925,Positive
441,UgzjHPFC32pHbZxWVep4AaABAg,Wonderful ⭐️thank you for the quality 🤝,Wonderful ⭐️thank you for the quality 🤝,5,1.0,1.0,Positive
442,UgxUPNUb403gM3nOOQ94AaABAg,Thanks for giving the rich something to love and live for.,Thanks for giving the rich something to love and live for,5,0.5125,0.3028409090909091,Positive
443,UgxkJlURrwvXSsJIngV4AaABAg,"That’s it? It’s 2022 I expected more
My mind thought of something more exotic when I read the title.","That’s it It’s 2022 I expected more
My mind thought of something more exotic when I read the title",3,0.6,0.35,Positive
444,UgyfwNjvOF60MBMdpEp4AaABAg,Love how cheap these things are gonna pick one up later,Love how cheap these things are gonna pick one up later,5,0.4333333333333333,0.3,Positive
445,Ugw_N0tXoqRNRNzcxJ54AaABAg,Wow! They simply nailed the retro luxury design of the EB110. All the right details picked and placed desirably.,Wow They simply nailed the retro luxury design of the EB110 All the right details picked and placed desirably,5,0.6309523809523809,0.12857142857142856,Positive
446,Ugw8Yun3zkepfOrLvad4AaABAg,This one looks like a fighter jet in a way,This one looks like a fighter jet in a way,5,0.0,0.0,Neutral
447,UgxVyUJLZRCKzkz_7rp4AaABAg,"If I remember my Italian correctly from living in Verona, Centodieci means 100 and 10.  They had a Cinquecento car (500 cc’s) when I lived there that was so tiny, but I bet the 110 stands for something besides cc’s.",If I remember my Italian correctly from living in Verona Centodieci means 100 and 10  They had a Cinquecento car 500 cc’s when I lived there that was so tiny but I bet the 110 stands for something besides cc’s,3,0.25,0.0,Neutral
448,UgySjS4LVNxoI9cbNNB4AaABAg,just wanted to thank bugatti for letting me be the first to buy their first BUGATTI CENTODIECI,just wanted to thank bugatti for letting me be the first to buy their first BUGATTI CENTODIECI,5,0.3333333333333333,0.25,Positive
449,Ugxwj0WsYT_6-_VEbNt4AaABAg,"Well, Bugatti Chiron with the long tail is still my favourite design, this was ok!.",Well Bugatti Chiron with the long tail is still my favourite design this was ok,4,0.45,0.225,Positive
450,UgyCgmnHQs9I-LseUe14AaABAg,"I feel like the foward we go in time, bugatti just gets better and more legendary...",I feel like the foward we go in time bugatti just gets better and more legendary,5,0.6666666666666666,0.6666666666666666,Positive
451,UgyCgmnHQs9I-LseUe14AaABAg.9cFz-GhGp1I9cKk1nhNdkG,No to me the cento doesn't live up,No to me the cento doesnt live up,1,0.5,0.13636363636363635,Positive
452,UgyCgmnHQs9I-LseUe14AaABAg.9cFz-GhGp1I9cJx-kQ1SUF,@XaviGC that's what I'm saying. Read my reply again in relation to OPs comment., thats what Im saying Read my reply again in relation to OPs comment,3,0.0,0.0,Neutral
453,UgyCgmnHQs9I-LseUe14AaABAg.9cFz-GhGp1I9cJ-OpmrKDM,"@Tonald Drump No its not, mclaren artyra is just insane, and have you seen ferrari ones?", Drump No its not mclaren artyra is just insane and have you seen ferrari ones,1,1.0,-1.0,Negative
454,UgyCgmnHQs9I-LseUe14AaABAg.9cFz-GhGp1I9cIKH1jkUfq,"It's the opposite if you compare them to McLaren, Lamborghini, Ferrari.",Its the opposite if you compare them to McLaren Lamborghini Ferrari,3,0.0,0.0,Neutral
455,UgyCgmnHQs9I-LseUe14AaABAg.9cFz-GhGp1I9cHATlScVzp,Isn't that how a company should be?,Isnt that how a company should be,1,0.0,0.0,Neutral
456,UgwUqvGe6EFoG9DJa0Z4AaABAg,"Wow, That is a spectacular car.",Wow That is a spectacular car,5,0.95,0.35,Positive
457,Ugy6DfPostlrQ8mDR_p4AaABAg,there is a small detail: the old model looks classier,there is a small detail the old model looks classier,3,0.30000000000000004,-0.075,Negative
458,UgxeUALtzxrXCPbmKoV4AaABAg,Absolutely perfect!,Absolutely perfect,5,1.0,1.0,Positive
459,UgzqXRVGDYdxR6433NR4AaABAg,This takes Past meeting Present to a whole other level.,This takes Past meeting Present to a whole other level,4,0.25625,-0.04375,Negative
460,UgyxfeGP_z-zUhdzgBB4AaABAg,Imagine bringing the classic Bugattiand the modern Bugatti next to each other that’s just art and beautiful right there 🙏🏼,Imagine bringing the classic Bugattiand the modern Bugatti next to each other that’s just art and beautiful right there 🙏🏼,5,0.3962301587301587,0.22956349206349205,Positive
461,Ugx_t63IY9ehu6C3fjl4AaABAg,"I mean, I would happily take that EB110 if it is spare Bugatti 😁",I mean I would happily take that EB110 if it is spare Bugatti 😁,3,0.84375,0.24375000000000002,Positive
462,UgyuVcknqB645dUd0fZ4AaABAg,Imagine being able to buy one of these... 😐,Imagine being able to buy one of these 😐,5,0.625,0.5,Positive
463,Ugx9rCpCs5Jp34fYFtp4AaABAg,That eb110 still looks better and hasn't aged a bit. Still looks better than 99% of the super/hypercars now,That eb110 still looks better and hasnt aged a bit Still looks better than 99 of the superhypercars now,4,0.4666666666666666,0.3,Positive
464,UgxKcCfvYceAdxhTFnl4AaABAg,"Im no car guy but jesus this is sexy. It literally looks like a 3D render its so well made, every panel is PERFECT",Im no car guy but jesus this is sexy It literally looks like a 3D render its so well made every panel is PERFECT,5,1.0,0.75,Positive
465,UgwoY2pgwvIjavw6zo54AaABAg,"Some beautiful sculptural functional details,always a pleasure to see the result of artisans at work.",Some beautiful sculptural functional detailsalways a pleasure to see the result of artisans at work,3,1.0,0.85,Positive
466,UgwoGnmaWn0m3Sfn8xx4AaABAg,"At 0:17 The holes behind the side windows, now that’s a cheese grader! 😂

With bubble wrap looking interior! 😂","At 017 The holes behind the side windows now that’s a cheese grader 😂

With bubble wrap looking interior 😂",2,0.7,-0.4,Negative
467,Ugw0Yfn9GCeuFOxLM4V4AaABAg,"It's gorgeous. Now, he needs to drive it until the wheels fall off.",Its gorgeous Now he needs to drive it until the wheels fall off,4,0.9,0.7,Positive
468,UgwniCBymF422IVfwCh4AaABAg,Imagine being so rich they film the first delivery at your home.,Imagine being so rich they film the first delivery at your home,5,0.5416666666666666,0.3125,Positive
469,UgyOPhDYMTchRRm4yCp4AaABAg,I envy the person who’s receiving that Centodieci,I envy the person who’s receiving that Centodieci,5,0.0,0.0,Neutral
470,Ugy8BSrJO83IiKFK8054AaABAg,Really love the modern interpretation of the EB110.,Really love the modern interpretation of the EB110,5,0.44999999999999996,0.35,Positive
471,Ugyg5Qqu4YOZNceeyT54AaABAg,"The original still looks better and, well, more original, in my eyes.",The original still looks better and well more original in my eyes,4,0.625,0.4375,Positive
472,Ugxzu8g-W1ZZ0SeIoiF4AaABAg,Hopefully I will buy a Bugatti one day.,Hopefully I will buy a Bugatti one day,4,0.0,0.0,Neutral
473,UgzqZORllmsrso4ICaZ4AaABAg,"Przykro mi, ale nie mogę być jedynym który uważa że ​​reflektory Centodieci są za daleko. Samochód wygląda ładnie pod każdym kątem, ale czuję że przód wyglądałby o wiele lepiej, gdyby reflektory były bliżej zderzaka, tak jak Chiron i Divo mają swoje reflektory.",Przykro mi ale nie mogę być jedynym który uważa że ​​reflektory Centodieci są za daleko Samochód wygląda ładnie pod każdym kątem ale czuję że przód wyglądałby o wiele lepiej gdyby reflektory były bliżej zderzaka tak jak Chiron i Divo mają swoje reflektory,3,0.0,0.0,Neutral
474,UgwtrsM0J9A8Ck_gWUh4AaABAg,It will never be as beautiful as the original,It will never be as beautiful as the original,3,0.875,0.6125,Positive
475,UgyuubH19ktc-QZBV9V4AaABAg,"Over the Top,not enough words to descrive such a beautiful piece of Art 😍",Over the Topnot enough words to descrive such a beautiful piece of Art 😍,5,0.6666666666666666,0.2833333333333333,Positive
476,UgyuubH19ktc-QZBV9V4AaABAg.9cFL-5Ethju9cFlkpp8rYq,"Yes there is, there are 15 million of them $$$$",Yes there is there are 15 million of them ,1,0.0,0.0,Neutral
477,UgyuubH19ktc-QZBV9V4AaABAg.9cFL-5Ethju9cFSa-sPm0v,44,44,4,0.0,0.0,Neutral
478,UgwoDtPfr94Dfq9uKJR4AaABAg,Has to be one of the least aesthetically pleasing cars I have ever seen.,Has to be one of the least aesthetically pleasing cars I have ever seen,5,0.4,-0.3,Negative
479,UgwFfZ42e3KNhlIRMC54AaABAg,That’s frickin incredible!!!! Wow,That’s frickin incredible Wow,5,0.95,0.5,Positive
480,Ugyc9tEgqeDs90Toacl4AaABAg,This is not a car. This is art which is capable of driving.,This is not a car This is art which is capable of driving,5,0.4,0.2,Positive
481,UgwUkNmpjilcMiAO7Kh4AaABAg,I'll tune that thing holy cow.,Ill tune that thing holy cow,1,0.5833333333333334,-0.31666666666666665,Negative
482,Ugw478zRJ9Nm63_bFUh4AaABAg,I still find the EB110 more pleasing to the eyes. Elegance in simplicity.,I still find the EB110 more pleasing to the eyes Elegance in simplicity,4,0.5,0.5,Positive
483,UgxUE56MofTvkl0Mlrd4AaABAg,"that's awesome, wishes to drive a recent Bugatti.",thats awesome wishes to drive a recent Bugatti,5,0.625,0.5,Positive
484,UgxDurWi2by7LHgX0b14AaABAg,"Looks incredible and really great design, but still the most pointless car of them all.",Looks incredible and really great design but still the most pointless car of them all,4,0.6625,0.48750000000000004,Positive
485,Ugx5ANlD_EJ5FAvU_jl4AaABAg,stunning work of Art.,stunning work of Art,5,1.0,0.5,Positive
486,UgyQzr2V_jcaBen_qpp4AaABAg,"The beast is ready to go 20mph with its rich ass owner, the beast will never be used to its real potential like 90% of super/hyper cars",The beast is ready to go 20mph with its rich ass owner the beast will never be used to its real potential like 90 of superhyper cars,3,0.75,0.19166666666666665,Positive
487,UgxkILTytSHNYDi1LEx4AaABAg,"What a beautiful tribute to the EB110, that spec is amazing!",What a beautiful tribute to the EB110 that spec is amazing,5,0.95,0.7250000000000001,Positive
